"variant","date_num","prob","SE","df","asymp.LCL","asymp.UCL","date","totcases","cases","smoothed_totcases","smoothed_cases"
"Omicron",18933,0.0828394603406385,0.0191891169692938,NA,0.0452294821856963,0.120449438495581,2021-11-02,169,13.9998687975679,232.760607474925,19.281763111782
"Delta",18936,0.78477847796576,0.0272638961651363,NA,0.731342223403853,0.838214732527666,2021-11-05,339,266.039904030392,214.591792535239,168.407020329749
"Beta",18936,0.000590595344395599,0.000157142706717072,NA,0.000282601298796999,0.0008985893899942,2021-11-05,339,0.200211821750108,214.591792535239,0.126736913616819
"Alpha",18936,2.93049781564022e-05,2.22413755169971e-05,NA,-1.42873168235431e-05,7.28972731363476e-05,2021-11-05,339,0.00993438759502036,214.591792535239,0.00628860779278838
"C.1.2",18936,0.0243174651308527,0.00566424650857086,NA,0.013215745974497,0.0354191842872083,2021-11-05,339,8.24362067935905,214.591792535239,5.21832843234285
"Other",18936,0.0330900684330386,0.00613862769804088,NA,0.0210585792303785,0.0451215576356988,2021-11-05,339,11.2175331988001,214.591792535239,7.10085710015949
"Omicron",18936,0.157194088147797,0.0279422965834503,NA,0.102428193198898,0.211959983096696,2021-11-05,339,53.2887958821032,214.591792535239,33.7325611515782
"Delta",18939,0.670162989040996,0.0330700447137923,NA,0.605346892434834,0.734979085647158,2021-11-08,116,77.7389067287555,221.049604692017,148.139263806733
"Beta",18939,0.000471717801411645,0.000130424827642714,NA,0.000216089836542082,0.000727345766281209,2021-11-08,116,0.0547192649637508,221.049604692017,0.104273033528232
"Alpha",18939,2.23676319558619e-05,1.74621683215387e-05,NA,-1.18575890463303e-05,5.6592852958054e-05,2021-11-08,116,0.00259464530687998,221.049604692017,0.0049443562017398
"C.1.2",18939,0.0207485891191339,0.00513580734794354,NA,0.0106825916856284,0.0308145865526394,2021-11-08,116,2.40683633781954,221.049604692017,4.58646742270165
"Other",18939,0.0302694798369302,0.00590058007357021,NA,0.0187045554048379,0.0418344042690225,2021-11-08,116,3.5112596610839,221.049604692017,6.6910565521864
"Omicron",18939,0.278324856569572,0.0346720437732018,NA,0.210368899503701,0.346280813635444,2021-11-08,116,32.2856833620704,221.049604692017,61.5235995206664
"Delta",18942,0.514831706459959,0.0327353570120679,NA,0.450671585695245,0.578991827224672,2021-11-11,356,183.280087499745,261.989175691922,134.88033439551
"Beta",18942,0.000339236464970287,9.74965876395677e-05,NA,0.000148146664581182,0.000530326265359393,2021-11-11,356,0.120768181529422,261.989175691922,0.0888762818222069
"Alpha",18942,1.53661320961082e-05,1.23341168630863e-05,NA,-8.80829273664899e-06,3.95405569288654e-05,2021-11-11,356,0.00547034302621453,261.989175691922,0.00402576028143257
"C.1.2",18942,0.0159232560288158,0.00418512182847656,NA,0.00772056797408932,0.0241259440835423,2021-11-11,356,5.66867914625842,261.989175691922,4.17172072132087
"Other",18942,0.0249386004081476,0.00511288026176379,NA,0.0149175392378248,0.0349596615784703,2021-11-11,356,8.87814174530053,261.989175691922,6.5336433638408
"Omicron",18942,0.443951834506012,0.0346939445783524,NA,0.375952952650812,0.511950716361211,2021-11-11,356,158.04685308414,261.989175691922,116.310575169146
"Delta",18945,0.347669732396848,0.0263841008678999,NA,0.295957844931292,0.399381619862404,2021-11-14,262,91.0894698879742,352.530909641103,122.56432701654
"Beta",18945,0.00021462273636387,6.40248721721647e-05,NA,8.91362927916463e-05,0.000340109179936093,2021-11-14,262,0.0562311569273339,352.530909641103,0.0756611484800177
"Alpha",18945,9.28361983691434e-06,7.65674198853546e-06,NA,-5.72331869953076e-06,2.42905583733594e-05,2021-11-14,262,0.00243230839727156,352.530909641103,0.0032727629458696
"C.1.2",18945,0.0107404354923561,0.00298852205894894,NA,0.00488303988981268,0.0165978310948995,2021-11-14,262,2.8139940989973,352.530909641103,3.78633549406188
"Other",18945,0.0180804742381749,0.00388837143198662,NA,0.0104594062729667,0.0257015422033831,2021-11-14,262,4.73708425040183,352.530909641103,6.37392602992634
"Omicron",18945,0.62328545151642,0.0281447189748689,NA,0.568122815970676,0.678448087062164,2021-11-14,262,163.300788297302,352.530909641103,219.727387189149
"Delta",18948,0.207529792872079,0.0190200500710081,NA,0.170251179748755,0.244808405995404,2021-11-17,566,117.461862765597,523.0099795551,108.5401527271
"Beta",18948,0.000120103797571819,3.73025195868971e-05,NA,4.69922026489008e-05,0.000193215392494737,2021-11-17,566,0.0679787494256496,523.0099795551,0.062815484712527
"Alpha",18948,4.95964517366805e-06,4.20282818532968e-06,NA,-3.27774670278795e-06,1.3197037050124e-05,2021-11-17,566,0.00280715916829611,523.0099795551,0.00259394392088068
"C.1.2",18948,0.00640268645650804,0.00188979367460303,NA,0.00269875891607449,0.0101066139969416,2021-11-17,566,3.62392053438355,523.0099795551,3.34866891271599
"Other",18948,0.0115973545969608,0.00263162941847703,NA,0.00643945571608978,0.0167552534778319,2021-11-17,566,6.56410270187984,523.0099795551,6.06553219064974
"Omicron",18948,0.774345102631706,0.0204235448188195,NA,0.73431569035018,0.814374514913232,2021-11-17,566,438.279328089546,523.0099795551,404.990216296
"Delta",18951,0.112805847733933,0.0132566693094728,NA,0.0868232533324094,0.138788442135458,2021-11-20,887,100.058786939999,830.784559865676,93.7173565599104
"Beta",18951,6.1239388135799e-05,2.00208362426523e-05,NA,2.19992701598263e-05,0.000100479506111772,2021-11-20,887,0.0543193372764538,830.784559865676,0.0508767381188431
"Alpha",18951,2.41360936548791e-06,2.1038107880125e-06,NA,-1.70978400930342e-06,6.53700274027924e-06,2021-11-20,887,0.00214087150718778,830.784559865676,0.00200518939439455
"C.1.2",18951,0.00347525706321781,0.00109902945887091,NA,0.00132119890588229,0.00562931522055333,2021-11-20,887,3.0825530150742,830.784559865676,2.88718990968549
"Other",18951,0.00677938952896578,0.00165530758080973,NA,0.0035350462872426,0.010023732770689,2021-11-20,887,6.01331851219265,830.784559865676,5.63221214597981
"Omicron",18951,0.876875852676382,0.0143423491991145,NA,0.84876536479242,0.904986340560343,2021-11-20,887,777.78888132395,830.784559865676,728.494919322587
"Delta",18954,0.0577925003340787,0.0088371912913919,NA,0.0404719236784595,0.0751130769896978,2021-11-23,868,50.1638902899803,1372.14266999961,79.2995557143558
"Beta",18954,2.94448138683645e-05,1.02694966964674e-05,NA,9.31697020393524e-06,4.95726575327937e-05,2021-11-23,868,0.0255580984377403,1372.14266999961,0.040402485518979
"Alpha",18954,1.10737474400685e-06,9.94558977451854e-07,NA,-8.41925032299771e-07,3.05667452031346e-06,2021-11-23,868,NA,1372.14266999961,0.00151947613793168
"C.1.2",18954,0.00177768789284314,0.000609342042973288,NA,0.000583399434349435,0.00297197635133684,2021-11-23,868,1.54303309098784,1372.14266999961,2.43924141171176
"Other",18954,0.00373767406528779,0.00100310975468113,NA,0.00177161507357198,0.00570373305700361,2021-11-23,868,3.24430108866981,1372.14266999961,5.12862207153227
"Omicron",18954,0.936661585519178,0.00962781591734899,NA,0.917791413071393,0.955531757966963,2021-11-23,868,813.022256230646,1372.14266999961,1285.23332884035
"Delta",18957,0.0286407525081853,0.00555253877208196,NA,0.0177579764921424,0.0395235285242282,2021-11-26,2828,80.996048093148,2288.74257174596,65.5513095523235
"Beta",18957,1.37004448563391e-05,5.14830563553848e-06,NA,3.60995122927907e-06,2.37909384833991e-05,2021-11-26,2828,0.0387448580537269,2288.74257174596,0.0313567913945612
"Alpha",18957,4.91580769789563e-07,4.55643571729997e-07,NA,-4.01464220588424e-07,1.38462576016755e-06,2021-11-26,2828,0.00139019041696489,2288.74257174596,0.00112510183526902
"C.1.2",18957,0.000879550419513038,0.000329136136843738,NA,0.000234455445288665,0.00152464539373741,2021-11-26,2828,2.48736858638287,2288.74257174596,2.01306448913651
"Other",18957,0.00199444171156352,0.000595615757146273,NA,0.000827056278932265,0.00316182714419477,2021-11-26,2828,5.64028116030162,2288.74257174596,4.56476365212129
"Omicron",18957,0.968471063335112,0.00608692509325167,NA,0.956540909375746,0.980401217294478,2021-11-26,2828,2738.8361671117,2288.74257174596,2216.58095215915
"Delta",18960,0.0139486942432881,0.00331376020553083,NA,0.00745384358704558,0.0204435448995305,2021-11-29,2273,31.7053820149938,3787.72399364616,52.8338038653362
"Beta",18960,6.26658865445722e-06,2.55008985383703e-06,NA,1.26850438359563e-06,1.12646729253188e-05,2021-11-29,2273,0.0142439560115813,3787.72399364616,0.0237361082047984
"Alpha",18960,2.14490438995021e-07,2.05429315559448e-07,NA,-1.88143620870211e-07,6.17124498860253e-07,2021-11-29,2273,NA,3787.72399364616,NA
"C.1.2",18960,0.000427635880124279,0.000175094034754027,NA,8.44578780985806e-05,0.000770813882149977,2021-11-29,2273,0.972016355522486,3787.72399364616,1.61976668369072
"Other",18960,0.00104630670354328,0.000348760962898485,NA,0.000362747777048742,0.00172986563003782,2021-11-29,2273,2.37825513715388,3787.72399364616,3.96312100572371
"Omicron",18960,0.984570882093951,0.00365400951044074,NA,0.97740915505432,0.991732609133582,2021-11-29,2273,2237.92961499955,3787.72399364616,3729.28275355262
"Delta",18963,0.00673375646356337,0.00190326756542327,NA,0.00300342058239052,0.0104640923447362,2021-12-02,11535,77.6738808072035,6216.18456455931,41.8582729903041
"Beta",18963,2.84181995347372e-06,1.25409101405146e-06,NA,3.83846732597537e-07,5.29979317434991e-06,2021-12-02,11535,0.0327803931633194,6216.18456455931,0.01766527733004
"Alpha",18963,9.27789227872596e-08,9.18951490880399e-08,NA,-8.73322597792373e-08,2.72890105353757e-07,2021-12-02,11535,0.00107020487435104,6216.18456455931,NA
"C.1.2",18963,0.000206083224677585,9.22264999439886e-05,NA,2.53226063671823e-05,0.000386843842987988,2021-12-02,11535,2.37716999665595,6216.18456455931,1.28105136025541
"Other",18963,0.000544250042540795,0.000201984376611885,NA,0.000148367938941726,0.000940132146139864,2021-12-02,11535,6.27792424070807,6216.18456455931,3.38315871370284
"Omicron",18963,0.992512975670342,0.00211097825902701,NA,0.988375534310502,0.996650417030182,2021-12-02,11535,11448.6371743574,6216.18456455931,6169.64383948681
"Delta",18966,0.00323663196229052,0.0010632566886593,NA,0.00115268714619697,0.00532057677838407,2021-12-05,11125,36.007530580482,10125.9936915176,32.7741148319182
"Beta",18966,1.28329878227905e-06,6.13615034319006e-07,NA,8.06354146414892e-08,2.48596214991661e-06,2021-12-05,11125,0.0142766989528544,10125.9936915176,0.0129946753736899
"Alpha",18966,3.99607299366124e-08,4.09540640614058e-08,NA,-4.03077606442892e-08,1.20229220517514e-07,2021-12-05,11125,NA,10125.9936915176,NA
"C.1.2",18966,9.88808066567723e-05,4.82282954972777e-05,NA,4.35508444635289e-06,0.000193406528867192,2021-12-05,11125,1.10004897405659,10125.9936915176,1.00126642441865
"Other",18966,0.000281917877562658,0.000115910493958004,NA,5.47374839747233e-05,0.000509098271150593,2021-12-05,11125,3.13633638788457,10125.9936915176,2.85469864972552
"Omicron",18966,0.996381246093978,0.00118640334551654,NA,0.994055938265628,0.998706553922328,2021-12-05,11125,11084.7413627955,10125.9936915176,10089.3502122941
"Delta",18969,0.00155249437983039,0.000582004052912091,NA,0.000411787397266349,0.00269320136239443,2021-12-08,19839,30.7999360014551,16387.9095628777,25.4421374935363
"Beta",18969,5.78329371913401e-07,2.98984298127621e-07,NA,-7.66908435972264e-09,1.16432782818652e-06,2021-12-08,19839,0.01147347640939,16387.9095628777,0.00947760944447266
"Alpha",18969,1.71762003901956e-08,1.82195264497826e-08,NA,-1.85334152667531e-08,5.28858160471443e-08,2021-12-08,19839,NA,16387.9095628777,NA
"C.1.2",18969,4.73455262424748e-05,2.50754324813504e-05,NA,-1.80141831773785e-06,9.64924708026875e-05,2021-12-08,19839,0.939287895124458,16387.9095628777,0.775894202268529
"Other",18969,0.000145736525740229,6.59931307102011e-05,NA,1.6392366321191e-05,0.000275080685159268,2021-12-08,19839,2.89126693416041,16387.9095628777,2.38831700383887
"Omicron",18969,0.998253828062615,0.000653510125739678,NA,0.996972971752633,0.999534684372597,2021-12-08,19839,19804.3576949342,16387.9095628777,16359.2934550866
"Delta",18972,0.000743950493634877,0.000313677664588459,NA,0.000129153568286863,0.00135874741898289,2021-12-11,17153,12.7609828173191,26374.5827030108,19.6213838213188
"Beta",18972,2.60375578312084e-07,1.45129661859062e-07,NA,-2.4073332020153e-08,5.44824488644322e-07,2021-12-11,17153,0.00446622229478718,26374.5827030108,0.00686729722403633
"Alpha",18972,7.37561446258583e-09,8.09836242969372e-09,NA,-8.49688423336614e-09,2.32481131585378e-08,2021-12-11,17153,NA,26374.5827030108,NA
"C.1.2",18972,2.26476489729898e-05,1.29732753605823e-05,NA,-2.77950349527228e-06,4.8074801441252e-05,2021-12-11,17153,0.388475122833695,26374.5827030108,0.597322290866877
"Other",18972,7.52647848687013e-05,3.73133617473548e-05,NA,2.13193970177147e-06,0.000148397630035631,2021-12-11,17153,1.29101685485283,26374.5827030108,1.98507729314388
"Omicron",18972,0.999157869321331,0.000354564296606944,NA,0.998462936069777,0.999852802572884,2021-12-11,17153,17138.5549324688,26374.5827030108,26352.3718577795
"Delta",18975,0.000356331632028175,0.000167008806454706,NA,2.90003862759312e-05,0.000683662877780418,2021-12-14,NA,NA,42250.1004205824,15.0550472362204
"Beta",18975,1.17171391241985e-07,7.01949057456844e-08,NA,-2.04080959177399e-08,2.5475087840171e-07,2021-12-14,NA,NA,42250.1004205824,0.00495050304639323
"Alpha",18975,3.16567012180417e-09,3.59773235277309e-09,NA,-3.88575571564565e-09,1.0217095959254e-08,2021-12-14,NA,NA,42250.1004205824,NA
"C.1.2",18975,1.08283838667214e-05,6.68222470956978e-06,NA,-2.268535900639e-06,2.39253036340818e-05,2021-12-14,NA,NA,42250.1004205824,0.457500305761593
"Other",18975,3.88518388118006e-05,2.09677627790956e-05,NA,-2.24422107160631e-06,7.99478986952076e-05,2021-12-14,NA,NA,42250.1004205824,1.64149409132286
"Omicron",18975,0.999593867808232,0.000190113575578608,NA,0.999221252047126,0.999966483569338,2021-12-14,NA,NA,42250.1004205824,42232.9412946962
"Delta",18978,0.000170634392691252,8.80438200844944e-05,NA,-1.92832373568127e-06,0.000343197109118185,2021-12-17,NA,NA,67430.1277102143,11.505898890926
"Beta",18978,5.27162827918661e-08,3.38346971319219e-08,NA,-1.35985050145215e-08,1.19031070598254e-07,2021-12-17,NA,NA,67430.1277102143,0.0035546656810633
"Alpha",18978,1.35842279551069e-09,1.59765046317187e-09,NA,-1.7729145721899e-09,4.48976016321129e-09,2021-12-17,NA,NA,67430.1277102143,NA
"C.1.2",18978,5.1761400046674e-06,3.42787428125337e-06,NA,-1.54237013012032e-06,1.18946501394551e-05,2021-12-17,NA,NA,67430.1277102143,0.349027781560672
"Other",18978,2.00508683442478e-05,1.17176196756255e-05,NA,-2.91524420451603e-06,4.30169808930116e-05,2021-12-17,NA,NA,67430.1277102143,1.35203261315332
"Omicron",18978,0.999804084524254,0.000100979284656393,NA,0.999606168763143,1.00000200028537,2021-12-17,NA,NA,67430.1277102143,67416.9171046643
"Delta",18981,8.17017712642165e-05,4.60359368470689e-05,NA,-8.52700695059899e-06,0.000171930549479032,2021-12-20,NA,NA,NA,NA
"Beta",18981,2.37148661776953e-08,1.62551991498491e-08,NA,-8.14473871753494e-09,5.55744710729256e-08,2021-12-20,NA,NA,NA,NA
"Alpha",18981,5.82850228488351e-10,7.09187644443104e-10,NA,-8.07132012900929e-10,1.97283246987763e-09,2021-12-20,NA,NA,NA,NA
"C.1.2",18981,2.47400796176589e-06,1.7518557113081e-06,NA,-9.59566138508779e-07,5.90758206204056e-06,2021-12-20,NA,NA,NA,NA
"Other",18981,1.03468344224491e-05,6.51577245910319e-06,NA,-2.42384492885115e-06,2.31175137737493e-05,2021-12-20,NA,NA,NA,NA
"Omicron",18981,0.999905453088635,5.32237280925254e-05,NA,0.999801136498451,1.00000976967882,2021-12-20,NA,NA,NA,NA
"Delta",18984,3.91177241478429e-05,2.39050332916394e-05,NA,-7.73528015300133e-06,8.59707284486872e-05,2021-12-23,NA,NA,NA,NA
"Beta",18984,1.06677734590641e-08,7.78515148615519e-09,NA,-4.59084306798851e-09,2.59263899861168e-08,2021-12-23,NA,NA,NA,NA
"Alpha",18984,2.50066887281029e-10,3.14669587098928e-10,NA,-3.66674170462959e-10,8.66807945025018e-10,2021-12-23,NA,NA,NA,NA
"C.1.2",18984,1.18242438656174e-06,8.92206324861722e-07,NA,-5.66267876946079e-07,2.93111665006956e-06,2021-12-23,NA,NA,NA,NA
"Other",18984,5.33898892571508e-06,3.60696858665881e-06,NA,-1.73053959750353e-06,1.24085174489337e-05,2021-12-23,NA,NA,NA,NA
"Omicron",18984,0.9999543499447,2.78743485650487e-05,NA,0.99989971722542,1.00000898266398,2021-12-23,NA,NA,NA,NA
"Delta",18987,1.87285734561556e-05,1.23398063409719e-05,NA,-5.45700254834838e-06,4.29141494606595e-05,2021-12-26,NA,NA,NA,NA
"Beta",18987,4.79861493860254e-09,3.71760014817504e-09,NA,-2.48774746074129e-09,1.20849773379464e-08,2021-12-26,NA,NA,NA,NA
"Alpha",18987,1.07286336697844e-10,1.3955501280982e-10,NA,-1.6623646227143e-10,3.80809135667117e-10,2021-12-26,NA,NA,NA,NA
"C.1.2",18987,5.65112188536738e-07,4.52939705892832e-07,NA,-3.22633322181378e-07,1.45285769925485e-06,2021-12-26,NA,NA,NA,NA
"Other",18987,2.75486011862182e-06,1.98863719438601e-06,NA,-1.14279716069153e-06,6.65251739793517e-06,2021-12-26,NA,NA,NA,NA
"Omicron",18987,0.999977946548335,1.45204304480074e-05,NA,0.999949487027617,1.00000640606905,2021-12-26,NA,NA,NA,NA
"Delta",18990,8.9666561806326e-06,6.33721304148232e-06,NA,-3.45405314303028e-06,2.13873655042955e-05,2021-12-29,NA,NA,NA,NA
"Beta",18990,2.15850330880705e-09,1.77034229946067e-09,NA,-1.31130383844368e-09,5.62831045605778e-09,2021-12-29,NA,NA,NA,NA
"Alpha",18990,4.60285553747138e-11,6.18609546806415e-11,NA,-7.52166878486080e-11,1.67273798598036e-10,2021-12-29,NA,NA,NA,NA
