"LINEAGE","DATE_NUM","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"Omicron (BA.4)",18917,3.10650889344864e-08,6.57326173469112e-08,NA,-9.77684736750124e-08,1.59898651543985e-07,2021-10-17
"Omicron (BA.5)",18917,2.12554700681281e-16,1.14943996151526e-15,NA,-2.04030622627973e-15,2.46541562764229e-15,2021-10-17
"Omicron (BA.1)",18924,3.07063650492139e-06,9.79810916464155e-07,NA,1.15024239699246e-06,4.99103061285032e-06,2021-10-24
"Other",18924,0.0380949763101401,0.00139557475606298,NA,0.0353597000505234,0.0408302525697568,2021-10-24
"Alpha",18924,1.23708943926048e-11,1.19503305828548e-11,NA,-1.10513231531381e-11,3.57931119383478e-11,2021-10-24
"Beta",18924,1.4694336267619e-12,1.32907999716872e-11,NA,-2.45800556434709e-11,2.75189228969947e-11,2021-10-24
"Gamma",18924,4.69034462684536e-08,8.14621126011608e-08,NA,-1.12759360534368e-07,2.06566253071275e-07,2021-10-24
"Delta",18924,0.961901855990885,0.00139552015106744,NA,0.959166686755093,0.964637025226677,2021-10-24
"Omicron (BA.2)",18924,1.72515875818534e-12,1.42069176592993e-12,NA,-1.05934593616993e-12,4.50966345254061e-12,2021-10-24
"Omicron (BA.3)",18924,3.77943555113572e-10,1.88524294566465e-09,NA,-3.31706472049735e-09,4.0729518307245e-09,2021-10-24
"Omicron (BA.1.1, with S:R346K)",18924,8.87537101238121e-09,3.68293342308168e-09,NA,1.65695414568231e-09,1.60937878790801e-08,2021-10-24
"Omicron (BA.4)",18924,4.08901425630858e-08,8.5030968850111e-08,NA,-1.25767493953679e-07,2.07547779079851e-07,2021-10-24
"Omicron (BA.5)",18924,1.2021233798546e-15,6.42408162507333e-15,NA,-1.13888452390347e-14,1.37930919987439e-14,2021-10-24
"Omicron (BA.1)",18931,2.25949383166334e-05,5.76071078688955e-06,NA,1.13041526489785e-05,3.38857239842883e-05,2021-10-31
"Other",18931,0.0394393977876262,0.00142865669101215,NA,0.0366392821269703,0.0422395134482822,2021-10-31
"Alpha",18931,9.3472224427268e-13,1.02515125073757e-12,NA,-1.07453728587916e-12,2.94398177442452e-12,2021-10-31
"Beta",18931,2.53748559034899e-13,2.56823645116001e-12,NA,-4.77990238902168e-12,5.28739950709148e-12,2021-10-31
"Gamma",18931,1.56282507507108e-08,3.09241242208905e-08,NA,-4.49819189756773e-08,7.62384204770988e-08,2021-10-31
"Delta",18931,0.960537795963959,0.00142841136383253,NA,0.95773816113574,0.963337430792179,2021-10-31
"Omicron (BA.2)",18931,3.9766334131068e-11,2.81129371775717e-11,NA,-1.53340102366096e-11,9.48666784987456e-11,2021-10-31
"Omicron (BA.3)",18931,2.92551848856586e-09,1.25866427792795e-08,NA,-2.17438480450931e-08,2.75948850222248e-08,2021-10-31
"Omicron (BA.1.1, with S:R346K)",18931,1.35679596549333e-07,4.6014989989527e-08,NA,4.54918734208891e-08,2.25867319677777e-07,2021-10-31
"Omicron (BA.4)",18931,5.70357709547787e-08,1.16405779086146e-07,NA,-1.71115363646393e-07,2.85186905555951e-07,2021-10-31
"Omicron (BA.5)",18931,6.60857558113114e-15,3.48108761813791e-14,NA,-6.16194880046551e-14,7.48366391669174e-14,2021-10-31
"Omicron (BA.1)",18938,0.000142943404423893,2.84325166748311e-05,NA,8.72166957513891e-05,0.000198670113096396,2021-11-07
"Other",18938,0.0413524245783648,0.0014680397033648,NA,0.0384751196318949,0.0442297295248346,2021-11-07
"Alpha",18938,6.04255632441372e-14,7.48100648226074e-14,NA,-8.61994694892801e-14,2.07050595977554e-13,2021-11-07
"Beta",18938,4.11325215032602e-14,4.63826514334923e-13,NA,-8.67950741667939e-13,9.50215784674459e-13,2021-11-07
"Gamma",18938,5.06704642623248e-09,1.13555711349361e-08,NA,-1.71894640221248e-08,2.73235568745898e-08,2021-11-07
"Delta",18938,0.958502830085132,0.00146735926111237,NA,0.95562685878097,0.961378801389293,2021-11-07
"Omicron (BA.2)",18938,7.56960981603012e-10,4.55558475111293e-10,NA,-1.35917222467109e-10,1.64983918567313e-09,2021-11-07
"Omicron (BA.3)",18938,1.98866940310575e-08,7.31269901241388e-08,NA,-1.23439572910071e-07,1.63212960972186e-07,2021-11-07
"Omicron (BA.1.1, with S:R346K)",18938,1.69183541807964e-06,4.60752824279401e-07,NA,7.88776476716908e-07,2.59489435944238e-06,2021-11-07
"Omicron (BA.4)",18938,8.43858233297406e-08,1.68735135951544e-07,NA,-2.46328966061755e-07,4.15100612721236e-07,2021-11-07
"Omicron (BA.5)",18938,3.52534595845667e-14,1.82547170092478e-13,NA,-3.22532419276398e-13,3.93039338445531e-13,2021-11-07
"Omicron (BA.1)",18945,0.000780877156777935,0.00011767947297623,NA,0.000550229628024869,0.001011524685531,2021-11-14
"Other",18945,0.0438687182956406,0.0015233070580043,NA,0.0408830913245566,0.0468543452667247,2021-11-14
"Alpha",18945,3.35817177821226e-15,4.66649293838713e-15,NA,-5.787986315137e-15,1.25043298715615e-14,2021-11-14
"Beta",18945,6.26998489536339e-15,7.84237477549078e-14,NA,-1.4743773623691e-13,1.59977706027637e-13,2021-11-14
"Gamma",18945,1.5992238822544e-09,4.03505869655181e-09,NA,-6.30934583849227e-09,9.50779360300107e-09,2021-11-14
"Delta",18945,0.955332826990611,0.00152528476619221,NA,0.952343323782707,0.958322330198516,2021-11-14
"Omicron (BA.2)",18945,1.1967059817753e-08,6.07535954306429e-09,NA,5.95739202152453e-11,2.38745457152907e-08,2021-11-14
"Omicron (BA.3)",18945,1.19138666365047e-07,3.70625605533426e-07,NA,-6.07274172228817e-07,8.4555150495891e-07,2021-11-14
"Omicron (BA.1.1, with S:R346K)",18945,1.73127760809724e-05,3.70942793697036e-06,NA,1.00424309212638e-05,2.4583121240681e-05,2021-11-14
"Omicron (BA.4)",18945,1.32075747083392e-07,2.58208133500325e-07,NA,-3.74002895092555e-07,6.38154389259339e-07,2021-11-14
"Omicron (BA.5)",18945,1.82530898216793e-13,9.26528525018843e-13,NA,-1.63343164146916e-12,1.99849343790274e-12,2021-11-14
"Omicron (BA.1)",18952,0.00369546567705639,0.000406688468027286,NA,0.00289837092679514,0.00449256042731764,2021-11-21
"Other",18952,0.0469714682083106,0.00160930773929738,NA,0.0438172829992462,0.0501256534173751,2021-11-21
"Alpha",18952,1.61046991773177e-16,2.49783074503425e-16,NA,-3.28518838201222e-16,6.50612821747576e-16,2021-11-21
"Beta",18952,8.9951739427632e-16,1.24246441007245e-14,NA,-2.34523375638717e-14,2.52513723524244e-14,2021-11-21
"Gamma",18952,4.90749238655275e-10,1.38598719714369e-09,NA,-2.22573575077998e-09,3.20723422809053e-09,2021-11-21
"Delta",18952,0.949185915742085,0.0016560296121619,NA,0.945940157344916,0.952431674139254,2021-11-21
"Omicron (BA.2)",18952,1.57863577768574e-07,6.69298547683477e-08,NA,2.66834729321166e-08,2.89043682605032e-07,2021-11-21
"Omicron (BA.3)",18952,6.30333110891858e-07,1.63990254676211e-06,NA,-2.58381681891739e-06,3.84448304070111e-06,2021-11-21
"Omicron (BA.1.1, with S:R346K)",18952,0.00014614409269094,2.40522771070026e-05,NA,9.90024958150379e-05,0.000193285689566843,2021-11-21
"Omicron (BA.4)",18952,2.1759150256168e-07,4.1493279207576e-07,NA,-5.95661825911457e-07,1.03084483103482e-06,2021-11-21
"Omicron (BA.5)",18952,9.15759975617593e-13,4.54356093467885e-12,NA,-7.98945581791609e-12,9.82097576915128e-12,2021-11-21
"Omicron (BA.1)",18959,0.0151097570775865,0.00115867710688658,NA,0.0128387916783778,0.0173807224767953,2021-11-28
"Other",18959,0.050380345275699,0.00174159288940496,NA,0.0469668859367343,0.0537938046146638,2021-11-28
"Alpha",18959,6.65621404240641e-18,1.14612338772449e-17,NA,-1.5807391575384e-17,2.91198196601968e-17,2021-11-28
"Beta",18959,1.21102598325144e-16,1.83928441897109e-15,NA,-3.48382862018387e-15,3.72603381683416e-15,2021-11-28
"Gamma",18959,1.45426128720769e-10,4.57162871554413e-10,NA,-7.50596634594791e-10,1.04144889203633e-09,2021-11-28
"Delta",18959,0.933487930506608,0.00209837056701783,NA,0.929375199769034,0.937600661244182,2021-11-28
"Omicron (BA.2)",18959,1.7353205814816e-06,6.0765802909672e-07,NA,5.44332729535435e-07,2.92630843342776e-06,2021-11-28
"Omicron (BA.3)",18959,2.93096269925285e-06,6.29554765284844e-06,NA,-9.40808396328576e-06,1.52700093617915e-05,2021-11-28
"Omicron (BA.1.1, with S:R346K)",18959,0.00101692802802998,0.000125054317759652,NA,0.000771826069109834,0.00126202998695013,2021-11-28
"Omicron (BA.4)",18959,3.72678956869699e-07,6.91413287752862e-07,NA,-9.82466185558338e-07,1.72782409929774e-06,2021-11-28
"Omicron (BA.5)",18959,4.41236344378989e-12,2.13346472399857e-11,NA,-3.7402776769449e-11,4.62275036570288e-11,2021-11-28
"Omicron (BA.1)",18966,0.0523385609581166,0.0026509926621193,NA,0.0471427108170828,0.0575344110991503,2021-12-05
"Other",18966,0.052934204197433,0.00191466628051768,NA,0.0491815272452051,0.0566868811496609,2021-12-05
"Alpha",18966,2.33405306358013e-19,4.43911790952725e-19,NA,-6.36645816222001e-19,1.10345642893803e-18,2021-12-05
"Beta",18966,1.50874810770167e-17,2.50915319411452e-16,NA,-4.76697508138793e-16,5.06872470292827e-16,2021-12-05
"Gamma",18966,4.06657268374676e-11,1.41539491417633e-10,NA,-2.36746578731209e-10,3.18078032406145e-10,2021-12-05
"Delta",18966,0.888967962894647,0.00334012626402908,NA,0.882421435713333,0.89551449007596,2021-12-05
"Omicron (BA.2)",18966,1.56060342101817e-05,4.45907994509594e-06,NA,6.86639811360881e-06,2.43456703067546e-05,2021-12-05
"Omicron (BA.3)",18966,1.16905123837157e-05,2.04441483805608e-05,NA,-2.83792821367763e-05,5.17603069042077e-05,2021-12-05
"Omicron (BA.1.1, with S:R346K)",18966,0.0057313333961119,0.000511378462796292,NA,0.00472905002656171,0.00673361676566209,2021-12-05
"Omicron (BA.4)",18966,6.4194660025078e-07,1.15559809644257e-06,NA,-1.62298404937971e-06,2.90687724988127e-06,2021-12-05
"Omicron (BA.5)",18966,1.98321623164837e-11,9.31704687207915e-11,NA,-1.62778600798983e-10,2.02442925431951e-10,2021-12-05
"Omicron (BA.1)",18973,0.145650176400059,0.00476844717383758,NA,0.136304191677156,0.154996161122963,2021-12-12
"Other",18973,0.0516884115059389,0.00204938915409285,NA,0.0476716825736099,0.0557051404382679,2021-12-12
"Alpha",18973,6.63537400825994e-21,1.38723070077801e-20,NA,-2.05538481094717e-20,3.38245961259916e-20,2021-12-12
"Beta",18973,1.67296976203821e-18,3.03448673680752e-17,NA,-5.78018773950339e-17,6.11478169191103e-17,2021-12-12
"Gamma",18973,1.01459324701866e-11,3.89033180599284e-11,NA,-6.61031698063797e-11,8.63950347467528e-11,2021-12-12
"Delta",18973,0.777652719640098,0.00542433626672359,NA,0.767021215917285,0.788284223362911,2021-12-12
"Omicron (BA.2)",18973,0.00010906954885019,2.50996570799181e-05,NA,5.98751249492451e-05,0.000158263972751136,2021-12-12
"Omicron (BA.3)",18973,3.76667560665312e-05,5.288346082944e-05,NA,-6.59829225370058e-05,0.000141316434670068,2021-12-12
"Omicron (BA.1.1, with S:R346K)",18973,0.0248609195036313,0.00157183700653804,NA,0.0217801755812495,0.0279416634260131,2021-12-12
"Omicron (BA.4)",18973,1.03655732562861e-06,1.80595565647466e-06,NA,-2.50305071873812e-06,4.57616536999534e-06,2021-12-12
"Omicron (BA.5)",18973,7.78844575531429e-11,3.54467847630767e-10,NA,-6.16859757480591e-10,7.72628672586877e-10,2021-12-12
"Omicron (BA.1)",18980,0.301689324556584,0.00677694298266611,NA,0.288406760385277,0.314971888727891,2021-12-19
"Other",18980,0.043367869826481,0.00197983044534468,NA,0.0394874734581096,0.0472482661948525,2021-12-19
"Alpha",18980,1.42384655358655e-22,3.25751324032592e-22,NA,-4.96076207661462e-22,7.80845518378772e-22,2021-12-19
"Beta",18980,1.54065788248618e-19,3.03630212361552e-18,NA,-5.79697702022028e-18,6.10510859671751e-18,2021-12-19
"Gamma",18980,2.08141759555043e-12,8.75100179626578e-12,NA,-1.50702307537758e-11,1.92330659448767e-11,2021-12-19
"Delta",18980,0.577278890624456,0.00748345530684472,NA,0.562611587743125,0.591946193505786,2021-12-19
"Omicron (BA.2)",18980,0.000550971554461954,0.000100606182542766,NA,0.000353787060056071,0.000748156048867837,2021-12-19
"Omicron (BA.3)",18980,9.0862026656679e-05,0.000101168830916959,NA,-0.000107425238298582,0.00028914929161194,2021-12-19
"Omicron (BA.1.1, with S:R346K)",18980,0.0770206373808791,0.00339438277174185,NA,0.0703677693985218,0.0836735053632363,2021-12-19
"Omicron (BA.4)",18980,1.4437813171248e-06,2.4285683786581e-06,NA,-3.31612523903792e-06,6.20368787328752e-06,2021-12-19
"Omicron (BA.5)",18980,2.47082927779622e-10,1.0861715806726e-09,NA,-1.88177425136962e-09,2.37594010692886e-09,2021-12-19
"Omicron (BA.1)",18987,0.452882649857261,0.00732412947432673,NA,0.438527619869472,0.467237679845049,2021-12-26
"Other",18987,0.0299857238803468,0.00163382461138349,NA,0.02678348648498,0.0331879612757136,2021-12-26
"Alpha",18987,2.22215356097232e-24,5.53979480095528e-24,NA,-8.63564473064228e-24,1.30799518525869e-23,2021-12-26
"Beta",18987,1.11375923902156e-20,2.37635635050526e-19,NA,-4.54619693752119e-19,4.7689487853255e-19,2021-12-26
"Gamma",18987,3.38914334098193e-13,1.55550756457156e-12,NA,-2.70982447014167e-12,3.38765313833806e-12,2021-12-26
"Delta",18987,0.348868624432323,0.00767011789513646,NA,0.333835469600679,0.363901779263966,2021-12-26
"Omicron (BA.2)",18987,0.00196550511617308,0.000279387369988845,NA,0.00141791593325958,0.00251309429908658,2021-12-26
"Omicron (BA.3)",18987,0.000162160811552177,0.000142073792666213,NA,-0.000116298705220612,0.000440620328324965,2021-12-26
"Omicron (BA.1.1, with S:R346K)",18987,0.166133624021403,0.00501244620645957,NA,0.156309409982298,0.175957838060509,2021-12-26
"Omicron (BA.4)",18987,1.71125413652173e-06,2.76990475856749e-06,NA,-3.71765943087667e-06,7.14016770392013e-06,2021-12-26
"Omicron (BA.5)",18987,6.26466000185646e-10,2.65064997762888e-09,NA,-4.56871249158885e-09,5.82164449196015e-09,2021-12-26
"Omicron (BA.1)",18994,0.527987924702652,0.00651639018994038,NA,0.515216034621159,0.540759814784145,2022-01-02
"Other",18994,0.0179357134315283,0.00116107523574064,NA,0.0156600477861353,0.0202113790769213,2022-01-02
"Alpha",18994,2.65654744000663e-26,7.18772770437586e-26,NA,-1.14311399912508e-25,1.67442348712641e-25,2022-01-02
"Beta",18994,6.48270544878353e-22,1.49238723160237e-20,NA,-2.86019817044024e-20,2.98985227941591e-20,2022-01-02
"Gamma",18994,4.66793990518035e-14,2.32907013515713e-13,NA,-4.09809959185778e-13,5.03168757289385e-13,2022-01-02
"Delta",18994,0.180673452557131,0.00565544708697634,NA,0.169588979950185,0.191757925164076,2022-01-02
"Omicron (BA.2)",18994,0.00529468255867706,0.000572664052406708,NA,0.00417228164071915,0.00641708347663496,2022-01-02
"Omicron (BA.3)",18994,0.000231425236588496,0.000160287539417308,NA,-8.27325678399712e-05,0.000545583041016964,2022-01-02
"Omicron (BA.1.1, with S:R346K)",18994,0.267874940303735,0.00566142696402652,NA,0.25677874735314,0.278971133254331,2022-01-02
"Omicron (BA.4)",18994,1.85984299983343e-06,2.88360103269316e-06,NA,-3.79191117002767e-06,7.51159716969453e-06,2022-01-02
"Omicron (BA.5)",18994,1.36664118911244e-09,5.54136858039375e-09,NA,-9.49424165352116e-09,1.2227524031746e-08,2022-01-02
"Omicron (BA.1)",19001,0.53031158089818,0.00595255229829576,NA,0.518644792777429,0.541978369018931,2022-01-09
"Other",19001,0.0101936378062376,0.000761118311130109,NA,0.00870187332844861,0.0116854022840265,2022-01-09
"Alpha",19001,2.68642905211036e-28,7.85892133113737e-28,NA,-1.27167737142525e-27,1.80896318184732e-27,2022-01-09
"Beta",19001,3.32908566563018e-23,8.24250172521619e-22,NA,-1.582209795737e-21,1.6487915090496e-21,2022-01-09
"Gamma",19001,6.01692594463061e-15,3.25096034697884e-14,NA,-5.77007260078331e-14,6.97345778970943e-14,2022-01-09
"Delta",19001,0.0882417891271708,0.00344490832642843,NA,0.0814898928773289,0.0949936853770127,2022-01-09
"Omicron (BA.2)",19001,0.011924153045017,0.000957852006605865,NA,0.0100467976095501,0.0138015084804839,2022-01-09
"Omicron (BA.3)",19001,0.000291483509936618,0.000164603214804739,NA,-3.11328628201817e-05,0.000614099882693417,2022-01-09
"Omicron (BA.1.1, with S:R346K)",19001,0.359035319329531,0.00585763075781711,NA,0.347554574009475,0.370516064649586,2022-01-09
"Omicron (BA.4)",19001,2.03347229392038e-06,3.00423165207989e-06,NA,-3.85471354537148e-06,7.92165813321223e-06,2022-01-09
"Omicron (BA.5)",19001,2.81162772171148e-09,1.08722205114368e-08,NA,-1.84975329126823e-08,2.41207883561053e-08,2022-01-09
"Omicron (BA.1)",19008,0.494148389382131,0.00594514257428769,NA,0.482496124053571,0.50580065471069,2022-01-16
"Other",19008,0.00591593887826372,0.000499933073600507,NA,0.00493608805932632,0.00689578969720113,2022-01-16
"Alpha",19008,2.48660102373932e-30,7.83742303287579e-30,NA,-1.28744658523019e-29,1.78476678997805e-29,2022-01-16
"Beta",19008,1.63735754867127e-24,4.34677160852516e-23,NA,-8.35578004686343e-23,8.68325155659768e-23,2022-01-16
"Gamma",19008,7.78923003717096e-16,4.5407515501966e-15,NA,-8.12078649741266e-15,9.67863250484685e-15,2022-01-16
"Delta",19008,0.0436918785592244,0.00203216711297437,NA,0.0397089042072278,0.0476748529112209,2022-01-16
"Omicron (BA.2)",19008,0.0242071913155363,0.00141579393086402,NA,0.0214322862015124,0.0269820964295602,2022-01-16
"Omicron (BA.3)",19008,0.000346723143274134,0.000170058059072273,NA,1.34154722116932e-05,0.000680030814336575,2022-01-16
"Omicron (BA.1.1, with S:R346K)",19008,0.43168749826374,0.00602775750715944,NA,0.419873310642166,0.443501685885313,2022-01-16
"Omicron (BA.4)",19008,2.37465188376079e-06,3.32487267424104e-06,NA,-4.14197881093301e-06,8.8912825784546e-06,2022-01-16
"Omicron (BA.5)",19008,5.80594634109722e-09,2.13007315994836e-08,NA,-3.59427204382449e-08,4.75546131204393e-08,2022-01-16
"Omicron (BA.1)",19015,0.443185874338584,0.0060282817357505,NA,0.431370659247853,0.455001089429316,2022-01-23
"Other",19015,0.00362976187370076,0.000346977121525137,NA,0.00294969921205212,0.00430982453534941,2022-01-23
"Alpha",19015,2.19593046808435e-32,7.43249556848586e-32,NA,-1.23714931614015e-31,1.67633540975702e-31,2022-01-23
"Beta",19015,8.0523835703694e-26,2.28554487704195e-24,NA,-4.39906180834855e-24,4.56010947975594e-24,2022-01-23
"Gamma",19015,1.0463350573251e-16,6.55874365022716e-16,NA,-1.18085662809509e-15,1.39012363956011e-15,2022-01-23
"Delta",19015,0.0227060823537802,0.00127645706940035,NA,0.020204272469944,0.0252078922376164,2022-01-23
"Omicron (BA.2)",19015,0.0460492931020556,0.00196301387865648,NA,0.0422018565987366,0.0498967296053745,2022-01-23
"Omicron (BA.3)",19015,0.00040280103560984,0.000185042303575577,NA,4.01247849853822e-05,0.000765477286234297,2022-01-23
"Omicron (BA.1.1, with S:R346K)",19015,0.484023138023266,0.00610254152213637,NA,0.472062376425719,0.495983899620814,2022-01-23
"Omicron (BA.4)",19015,3.0368961789104e-06,4.00699603575373e-06,NA,-4.81667173736168e-06,1.08904640951825e-05,2022-01-23
"Omicron (BA.5)",19015,1.23768238767135e-08,4.2843573003809e-08,NA,-7.15950361797647e-08,9.63486839331918e-08,2022-01-23
"Omicron (BA.1)",19022,0.38762497702665,0.00592096557827931,NA,0.376020097739521,0.399229856313779,2022-01-30
"Other",19022,0.00237600005785298,0.000259560607142193,NA,0.00186727061604893,0.00288472949965703,2022-01-30
"Alpha",19022,1.87899601081328e-34,6.8085404014553e-34,NA,-1.1465497963325e-33,1.52234899849515e-33,2022-01-30
"Beta",19022,4.01406204384196e-27,1.21482069586701e-25,NA,-2.3408641911348e-25,2.42114543201164e-25,2022-01-30
"Gamma",19022,1.47154577364518e-17,9.88678933607244e-17,NA,-1.79062052477915e-16,2.08492967950818e-16,2022-01-30
"Delta",19022,0.0125007326092701,0.000874959896291853,NA,0.0107858427246211,0.014215622493919,2022-01-30
"Omicron (BA.2)",19022,0.0832864397210605,0.00271053874738679,NA,0.0779738813974821,0.0885989980446389,2022-01-30
"Omicron (BA.3)",19022,0.000462363741544813,0.00021007626109822,NA,5.06218357854688e-05,0.000874105647304157,2022-01-30
"Omicron (BA.1.1, with S:R346K)",19022,0.513745193040269,0.00600527321856992,NA,0.501975073814549,0.525515312265989,2022-01-30
"Omicron (BA.4)",19022,4.26642006409189e-06,5.27229533882063e-06,NA,-6.06708891585494e-06,1.45999290440387e-05,2022-01-30
"Omicron (BA.5)",19022,2.7383288666401e-08,8.88908314696845e-08,NA,-1.4683953957e-07,2.01606116902802e-07,2022-01-30
"Omicron (BA.1)",19029,0.330429902466685,0.00561433385058471,NA,0.319426010322355,0.341433794611015,2022-02-06
"Other",19029,0.00164972077288867,0.000208512557437367,NA,0.00124104366998709,0.00205839787579025,2022-02-06
"Alpha",19029,1.55840256559182e-36,6.02792447920384e-36,NA,-1.02561123151751e-35,1.33729174463587e-35,2022-02-06
"Beta",19029,2.02146262532438e-28,6.50640343200241e-27,NA,-1.25501701330801e-26,1.2954462658145e-26,2022-02-06
"Gamma",19029,2.15655633215128e-18,1.54837023840032e-17,NA,-2.8190942687832e-17,3.25040553521345e-17,2022-02-06
"Delta",19029,0.00725129057954117,0.000642188627287835,NA,0.0059926239987758,0.00850995716030654,2022-02-06
"Omicron (BA.2)",19029,0.143278927537182,0.00386083104038178,NA,0.135711837747639,0.150846017326724,2022-02-06
"Omicron (BA.3)",19029,0.000523642841672764,0.000240763135726233,NA,5.17557668444187e-05,0.000995529916501109,2022-02-06
"Omicron (BA.1.1, with S:R346K)",19029,0.516859935202558,0.00587305404312546,NA,0.505348960798775,0.528370909606342,2022-02-06
"Omicron (BA.4)",19029,6.5182347290199e-06,7.49308103191852e-06,NA,-8.16793422678061e-06,2.12044036848204e-05,2022-02-06
"Omicron (BA.5)",19029,6.23647431407012e-08,1.88539485264135e-07,NA,-3.07165857640724e-07,4.31895343922127e-07,2022-02-06
"Omicron (BA.1)",19036,0.272012985647282,0.0052335316795546,NA,0.261755452043405,0.282270519251158,2022-02-13
"Other",19036,0.0011971436955074,0.000176632785479532,NA,0.000850949797478526,0.00154333759353627,2022-02-13
"Alpha",19036,1.24205227113813e-38,5.11461068180117e-38,NA,-8.78240046013601e-38,1.12665050024123e-37,2022-02-13
"Beta",19036,1.01590078180121e-29,3.46910410516668e-28,NA,-6.69772902656663e-28,6.90090918292687e-28,2022-02-13
"Gamma",19036,3.24967149555865e-19,2.48636746106635e-18,NA,-4.54822352646648e-18,5.19815782557821e-18,2022-02-13
"Delta",19036,0.00436847638613102,0.000488854806002037,NA,0.00341033857269771,0.00532661419956433,2022-02-13
"Omicron (BA.2)",19036,0.232567545397627,0.00544009864844361,NA,0.221905147974332,0.243229942820921,2022-02-13
"Omicron (BA.3)",19036,0.000579318908784909,0.000270349545621037,NA,4.94435361309085e-05,0.00110919428143891,2022-02-13
"Omicron (BA.1.1, with S:R346K)",19036,0.489263755639773,0.00598746203382939,NA,0.477528545694666,0.500998965584879,2022-02-13
"Omicron (BA.4)",19036,1.06304176857976e-05,1.12813620645868e-05,NA,-1.14806456573489e-05,3.27414810289442e-05,2022-02-13
"Omicron (BA.5)",19036,1.43907209305869e-07,4.01975200356692e-07,NA,-6.43949706071518e-07,9.31764124683257e-07,2022-02-13
"Omicron (BA.1)",19043,0.213267461158099,0.00485634776146475,NA,0.203749194449226,0.222785727866971,2022-02-20
"Other",19043,0.000890615847553663,0.000153920114861026,NA,0.000588937965929784,0.00119229372917754,2022-02-20
"Alpha",19043,9.39118841049982e-41,4.10650154473127e-40,NA,-7.10947628908141e-40,8.98771397118137e-40,2022-02-20
"Beta",19043,5.02107736718051e-31,1.81489862257524e-29,NA,-3.50692516216702e-29,3.60734670951063e-29,2022-02-20
"Gamma",19043,4.9440025533775e-20,4.02038507049889e-19,NA,-7.38540968682259e-19,8.37421019749809e-19,2022-02-20
"Delta",19043,0.00268206769545621,0.000374656350134751,NA,0.00194775474261287,0.00341638064829954,2022-02-20
"Omicron (BA.2)",19043,0.351968326482643,0.00699035548240289,NA,0.338267481498002,0.365669171467285,2022-02-20
"Omicron (BA.3)",19043,0.000616943337380921,0.000291429248825599,NA,4.57525056411852e-05,0.00118813416912066,2022-02-20
"Omicron (BA.1.1, with S:R346K)",19043,0.430556164903117,0.00637683980870796,NA,0.418057788542869,0.443054541263366,2022-02-20
"Omicron (BA.4)",19043,1.80900211132138e-05,1.75702642706496e-05,NA,-1.63470640561104e-05,5.2527106282538e-05,2022-02-20
"Omicron (BA.5)",19043,3.3055463651991e-07,8.45342771055148e-07,NA,-1.32628674933947e-06,1.98739602237929e-06,2022-02-20
"Omicron (BA.1)",19050,0.157161595547693,0.0044034328050393,NA,0.148531025841474,0.165792165253913,2022-02-27
"Other",19050,0.00066696367468257,0.000134770731502778,NA,0.000402817894767007,0.000931109454598132,2022-02-27
"Alpha",19050,6.65809230443299e-43,3.0841632952566e-42,NA,-5.37903975070001e-42,6.71065821158661e-42,2022-02-27
"Beta",19050,2.41403340980641e-32,9.21590354648661e-31,NA,-1.78214356951281e-30,1.83042423770893e-30,2022-02-27
"Gamma",19050,7.45732217010388e-21,6.42913174371592e-20,NA,-1.1855134452536e-19,1.33465988865568e-19,2022-02-27
"Delta",19050,0.00164826365280787,0.00028262653423239,NA,0.00109432582463701,0.00220220148097873,2022-02-27
"Omicron (BA.2)",19050,0.491612624903821,0.00777278483834765,NA,0.476378246561081,0.506847003246562,2022-02-27
"Omicron (BA.3)",19050,0.000623561186205692,0.000298467642168181,NA,3.85753570054691e-05,0.00120854701540591,2022-02-27
"Omicron (BA.1.1, with S:R346K)",19050,0.348254774337961,0.00657145637067665,NA,0.335374956525459,0.361134592150464,2022-02-27
"Omicron (BA.4)",19050,3.14705077978395e-05,2.7699057960181e-05,NA,-2.28186482098027e-05,8.57596638054817e-05,2022-02-27
"Omicron (BA.5)",19050,7.46189030024996e-07,1.7283598352644e-06,NA,-2.64133399941881e-06,4.1337120594688e-06,2022-02-27
"Omicron (BA.1)",19057,0.108159086722073,0.00377884191713803,NA,0.100752692661212,0.115565480782933,2022-03-06
"Other",19057,0.000497051455576752,0.000116779545548704,NA,0.000268167752170338,0.000725935158983166,2022-03-06
"Alpha",19057,4.40463867585952e-45,2.15649662580828e-44,NA,-3.78619185178043e-44,4.66711958695234e-44,2022-03-06
"Beta",19057,1.12530684146237e-33,4.5279536727979e-32,NA,-8.7620954382035e-32,8.98715680649597e-32,2022-03-06
"Gamma",19057,1.10192222199882e-21,1.00479800744775e-20,NA,-1.85917568413531e-20,2.07956012853507e-20,2022-03-06
"Delta",19057,0.00100270274221767,0.00020734120384365,NA,0.00059632145017294,0.0014090840342624,2022-03-06
"Omicron (BA.2)",19057,0.631938294013088,0.00743949627483598,NA,0.61735714925129,0.646519438774887,2022-03-06
"Omicron (BA.3)",19057,0.000593656078500641,0.000290691718125962,NA,2.39107803696877e-05,0.0011634013766316,2022-03-06
"Omicron (BA.1.1, with S:R346K)",19057,0.257752225263553,0.0061516553488812,NA,0.245695202334442,0.269809248192663,2022-03-06
